query_type,schemaname,tablename,column_name,data_type
COLUMNS,public,performance_metrics,id,uuid
COLUMNS,public,performance_metrics,metadata,jsonb
COLUMNS,public,performance_metrics,name,text
COLUMNS,public,performance_metrics,timestamp,timestamp with time zone
COLUMNS,public,performance_metrics,unit,text
COLUMNS,public,performance_metrics,user_id,uuid
COLUMNS,public,performance_metrics,value,numeric
COLUMNS,public,profiles,avatar_url,text
COLUMNS,public,profiles,created_at,timestamp with time zone
COLUMNS,public,profiles,email,text
COLUMNS,public,profiles,full_name,text
COLUMNS,public,profiles,id,uuid
COLUMNS,public,profiles,last_login,timestamp with time zone
COLUMNS,public,profiles,phone,text
COLUMNS,public,profiles,provider_sub,text
COLUMNS,public,profiles,updated_at,timestamp with time zone
COLUMNS,public,profiles,user_id,uuid
COLUMNS,public,question_templates,category,text
COLUMNS,public,question_templates,created_at,timestamp with time zone
COLUMNS,public,question_templates,id,uuid
COLUMNS,public,question_templates,question_pattern,text
COLUMNS,public,question_templates,template_answer,text
COLUMNS,public,question_templates,updated_at,timestamp with time zone
COLUMNS,public,question_templates,usage_count,integer
COLUMNS,public,question_templates,user_id,uuid
COLUMNS,public,rate_limit_requests,action,text
COLUMNS,public,rate_limit_requests,created_at,timestamp with time zone
COLUMNS,public,rate_limit_requests,id,uuid
COLUMNS,public,rate_limit_requests,user_id,uuid
COLUMNS,public,review_activity_log,action,character varying
COLUMNS,public,review_activity_log,created_at,timestamp with time zone
COLUMNS,public,review_activity_log,details,jsonb
COLUMNS,public,review_activity_log,id,uuid
COLUMNS,public,review_activity_log,review_id,uuid
COLUMNS,public,review_activity_log,user_id,uuid
COLUMNS,public,review_ai_analysis,ai_suggested_response,text
COLUMNS,public,review_ai_analysis,analyzed_at,timestamp with time zone
COLUMNS,public,review_ai_analysis,created_at,timestamp with time zone
COLUMNS,public,review_ai_analysis,id,uuid
COLUMNS,public,review_ai_analysis,keywords,ARRAY
COLUMNS,public,review_ai_analysis,review_id,uuid
COLUMNS,public,review_ai_analysis,sentiment,character varying
COLUMNS,public,review_ai_analysis,sentiment_score,numeric
COLUMNS,public,review_stats_view,avg_rating,numeric
COLUMNS,public,review_stats_view,negative_count,bigint
COLUMNS,public,review_stats_view,neutral_count,bigint
COLUMNS,public,review_stats_view,pending_reviews,bigint
COLUMNS,public,review_stats_view,positive_count,bigint
COLUMNS,public,review_stats_view,responded_reviews,bigint
COLUMNS,public,review_stats_view,response_rate,numeric
COLUMNS,public,review_stats_view,total_reviews,bigint
COLUMNS,public,review_stats_view,user_id,uuid
COLUMNS,public,room_members,created_at,timestamp with time zone
COLUMNS,public,room_members,room_id,uuid
COLUMNS,public,room_members,user_id,uuid
COLUMNS,public,secret_keys,created_at,timestamp with time zone
COLUMNS,public,secret_keys,id,text
COLUMNS,public,secret_keys,key,bytea
COLUMNS,public,security_logs,created_at,timestamp with time zone
COLUMNS,public,security_logs,details,jsonb
COLUMNS,public,security_logs,event,text
COLUMNS,public,security_logs,id,uuid
COLUMNS,public,security_logs,severity,text
COLUMNS,public,security_logs,user_id,uuid
COLUMNS,public,sync_results,account_id,uuid
COLUMNS,public,sync_results,created_at,timestamp with time zone
COLUMNS,public,sync_results,error,text
COLUMNS,public,sync_results,id,bigint
COLUMNS,public,sync_results,ok,boolean
COLUMNS,public,sync_results,run_id,uuid
COLUMNS,public,sync_results,status,integer
COLUMNS,public,sync_runs,batch_size,integer
COLUMNS,public,sync_runs,created_at,timestamp with time zone
COLUMNS,public,sync_runs,finished_at,timestamp with time zone
COLUMNS,public,sync_runs,id,uuid
COLUMNS,public,sync_runs,meta,jsonb
COLUMNS,public,sync_runs,next_cursor,uuid
COLUMNS,public,sync_runs,started_at,timestamp with time zone
COLUMNS,public,sync_runs,status,text
COLUMNS,public,sync_runs,triggered_by,text
COLUMNS,public,sync_status,completed_at,timestamp with time zone
COLUMNS,public,sync_status,created_at,timestamp with time zone
COLUMNS,public,sync_status,error,text
COLUMNS,public,sync_status,id,uuid
COLUMNS,public,sync_status,started_at,timestamp with time zone
COLUMNS,public,sync_status,status,text
COLUMNS,public,sync_status,updated_at,timestamp with time zone
COLUMNS,public,sync_status,user_id,uuid
COLUMNS,public,system_settings,key,text
COLUMNS,public,system_settings,value,text
COLUMNS,public,team_members,created_at,timestamp with time zone
COLUMNS,public,team_members,id,uuid
COLUMNS,public,team_members,invited_at,timestamp with time zone
COLUMNS,public,team_members,is_active,boolean
COLUMNS,public,team_members,joined_at,timestamp with time zone
COLUMNS,public,team_members,locations_access,jsonb
COLUMNS,public,team_members,owner_id,uuid
COLUMNS,public,team_members,permissions,jsonb
COLUMNS,public,team_members,role,text
COLUMNS,public,team_members,updated_at,timestamp with time zone
COLUMNS,public,team_members,user_id,uuid
COLUMNS,public,users,avatar,text
COLUMNS,public,users,created_at,timestamp with time zone
COLUMNS,public,users,email,text
COLUMNS,public,users,google_id,text
COLUMNS,public,users,id,uuid
COLUMNS,public,users,last_login,timestamp with time zone
COLUMNS,public,users,name,text
COLUMNS,public,users,role,text
COLUMNS,public,users,status,text
COLUMNS,public,users,updated_at,timestamp with time zone
COLUMNS,public,v_dashboard_stats,avg_rating,numeric
COLUMNS,public,v_dashboard_stats,calculated_at,timestamp with time zone
COLUMNS,public,v_dashboard_stats,pending_questions,bigint
COLUMNS,public,v_dashboard_stats,pending_reviews,bigint
COLUMNS,public,v_dashboard_stats,recent_questions,bigint
COLUMNS,public,v_dashboard_stats,recent_reviews,bigint
COLUMNS,public,v_dashboard_stats,response_rate,numeric
COLUMNS,public,v_dashboard_stats,total_locations,bigint
COLUMNS,public,v_dashboard_stats,total_reviews,bigint
COLUMNS,public,v_dashboard_stats,user_id,uuid
COLUMNS,public,v_health_score_distribution,average_rating,numeric
COLUMNS,public,v_health_score_distribution,checked_at,timestamp with time zone
COLUMNS,public,v_health_score_distribution,health_score,numeric
COLUMNS,public,v_health_score_distribution,health_status,text
COLUMNS,public,v_health_score_distribution,location_id,uuid
COLUMNS,public,v_health_score_distribution,location_name,text
COLUMNS,public,v_health_score_distribution,response_rate,numeric
COLUMNS,public,v_health_score_distribution,user_id,uuid
COLUMNS,public,weekly_task_recommendations,category,text
COLUMNS,public,weekly_task_recommendations,created_at,timestamp with time zone
COLUMNS,public,weekly_task_recommendations,description,text
COLUMNS,public,weekly_task_recommendations,effort_level,text
COLUMNS,public,weekly_task_recommendations,estimated_minutes,integer
COLUMNS,public,weekly_task_recommendations,expected_impact,text
COLUMNS,public,weekly_task_recommendations,id,uuid
COLUMNS,public,weekly_task_recommendations,insights,text
COLUMNS,public,weekly_task_recommendations,priority,text
COLUMNS,public,weekly_task_recommendations,reasoning,text
COLUMNS,public,weekly_task_recommendations,status,text
COLUMNS,public,weekly_task_recommendations,tasks,jsonb
COLUMNS,public,weekly_task_recommendations,title,text
COLUMNS,public,weekly_task_recommendations,updated_at,timestamp with time zone
COLUMNS,public,weekly_task_recommendations,user_id,uuid
COLUMNS,public,weekly_task_recommendations,week_end_date,date
COLUMNS,public,weekly_task_recommendations,week_start_date,date
COLUMNS,public,weekly_tasks,completed,boolean
COLUMNS,public,weekly_tasks,completed_at,timestamp with time zone
COLUMNS,public,weekly_tasks,created_at,timestamp with time zone
COLUMNS,public,weekly_tasks,description,text
COLUMNS,public,weekly_tasks,due_date,date
COLUMNS,public,weekly_tasks,id,uuid
COLUMNS,public,weekly_tasks,location_id,uuid
COLUMNS,public,weekly_tasks,priority,text
COLUMNS,public,weekly_tasks,task_type,text
COLUMNS,public,weekly_tasks,title,text
COLUMNS,public,weekly_tasks,updated_at,timestamp with time zone
COLUMNS,public,weekly_tasks,user_id,uuid
COLUMNS,public,youtube_drafts,created_at,timestamp with time zone
COLUMNS,public,youtube_drafts,description,text
COLUMNS,public,youtube_drafts,hashtags,text
COLUMNS,public,youtube_drafts,id,uuid
COLUMNS,public,youtube_drafts,title,text
COLUMNS,public,youtube_drafts,user_id,uuid
COLUMNS,public,youtube_videos,category,text
COLUMNS,public,youtube_videos,created_at,timestamp with time zone
COLUMNS,public,youtube_videos,description,text
COLUMNS,public,youtube_videos,id,uuid
COLUMNS,public,youtube_videos,language,text
COLUMNS,public,youtube_videos,privacy_status,text
COLUMNS,public,youtube_videos,published_at,timestamp with time zone
COLUMNS,public,youtube_videos,tags,ARRAY
COLUMNS,public,youtube_videos,thumbnail_url,text
COLUMNS,public,youtube_videos,title,text
COLUMNS,public,youtube_videos,updated_at,timestamp with time zone
COLUMNS,public,youtube_videos,user_id,uuid
COLUMNS,public,youtube_videos,video_id,text
FOREIGN_KEYS,public,ai_autopilot_logs,location_id,FK to gmb_locations.id
FOREIGN_KEYS,public,ai_autopilot_settings,location_id,FK to gmb_locations.id
FOREIGN_KEYS,public,ai_requests,location_id,FK to gmb_locations.id
FOREIGN_KEYS,public,ai_requests,user_id,FK to profiles.id
FOREIGN_KEYS,public,ai_settings,user_id,FK to profiles.id
FOREIGN_KEYS,public,auto_reply_queue,review_id,FK to gmb_reviews.id
FOREIGN_KEYS,public,auto_reply_settings,location_id,FK to gmb_locations.id
FOREIGN_KEYS,public,autopilot_logs,location_id,FK to gmb_locations.id
FOREIGN_KEYS,public,autopilot_settings,location_id,FK to gmb_locations.id
FOREIGN_KEYS,public,autopilot_settings,user_id,FK to profiles.id
FOREIGN_KEYS,public,business_profile_history,location_id,FK to gmb_locations.id
FOREIGN_KEYS,public,citation_listings,location_id,FK to gmb_locations.id
FOREIGN_KEYS,public,citation_listings,source_id,FK to citation_sources.id
FOREIGN_KEYS,public,competitor_tracking,location_id,FK to gmb_locations.id
FOREIGN_KEYS,public,content_generation,user_id,FK to profiles.id
FOREIGN_KEYS,public,gmb_accounts,user_id,FK to profiles.id
FOREIGN_KEYS,public,gmb_accounts,user_id,FK to users.id
FOREIGN_KEYS,public,gmb_accounts,user_id,FK to profiles.id
FOREIGN_KEYS,public,gmb_accounts,user_id,FK to users.id
FOREIGN_KEYS,public,gmb_accounts,user_id,FK to profiles.id
FOREIGN_KEYS,public,gmb_accounts,user_id,FK to profiles.id
FOREIGN_KEYS,public,gmb_attributes,gmb_account_id,FK to gmb_accounts.id
FOREIGN_KEYS,public,gmb_attributes,location_id,FK to gmb_locations.id
FOREIGN_KEYS,public,gmb_citations,location_id,FK to gmb_locations.id
FOREIGN_KEYS,public,gmb_insights,location_id,FK to gmb_locations.id
FOREIGN_KEYS,public,gmb_locations,gmb_account_id,FK to gmb_accounts.id
FOREIGN_KEYS,public,gmb_media,gmb_account_id,FK to gmb_accounts.id
FOREIGN_KEYS,public,gmb_media,location_id,FK to gmb_locations.id
FOREIGN_KEYS,public,gmb_performance_metrics,gmb_account_id,FK to gmb_accounts.id
FOREIGN_KEYS,public,gmb_performance_metrics,location_id,FK to gmb_locations.id
FOREIGN_KEYS,public,gmb_posts,location_id,FK to gmb_locations.id
FOREIGN_KEYS,public,gmb_questions,gmb_account_id,FK to gmb_accounts.id
FOREIGN_KEYS,public,gmb_questions,location_id,FK to gmb_locations.id
FOREIGN_KEYS,public,gmb_rankings,location_id,FK to gmb_locations.id
FOREIGN_KEYS,public,gmb_reviews,gmb_account_id,FK to gmb_accounts.id
FOREIGN_KEYS,public,gmb_reviews,location_id,FK to gmb_locations.id
FOREIGN_KEYS,public,gmb_search_keywords,gmb_account_id,FK to gmb_accounts.id
FOREIGN_KEYS,public,gmb_search_keywords,location_id,FK to gmb_locations.id
FOREIGN_KEYS,public,gmb_sync_logs,gmb_account_id,FK to gmb_accounts.id
FOREIGN_KEYS,public,gmb_sync_logs,user_id,FK to profiles.id
FOREIGN_KEYS,public,health_check_results,location_id,FK to gmb_locations.id
FOREIGN_KEYS,public,keyword_rankings,location_id,FK to gmb_locations.id
FOREIGN_KEYS,public,profiles,user_id,FK to profiles.id
FOREIGN_KEYS,public,profiles,user_id,FK to users.id
FOREIGN_KEYS,public,profiles,user_id,FK to users.id
FOREIGN_KEYS,public,profiles,user_id,FK to profiles.id
FOREIGN_KEYS,public,review_activity_log,review_id,FK to gmb_reviews.id
FOREIGN_KEYS,public,review_ai_analysis,review_id,FK to gmb_reviews.id
FOREIGN_KEYS,public,sync_results,run_id,FK to sync_runs.id
FOREIGN_KEYS,public,team_members,owner_id,FK to profiles.id
FOREIGN_KEYS,public,team_members,user_id,FK to profiles.id
FOREIGN_KEYS,public,weekly_tasks,location_id,FK to gmb_locations.id
TABLES,public,activity_logs,null,null
TABLES,public,ai_autopilot_logs,null,null
TABLES,public,ai_autopilot_settings,null,null
TABLES,public,ai_requests,null,null
TABLES,public,ai_settings,null,null
TABLES,public,audit_logs,null,null
TABLES,public,auto_reply_queue,null,null
TABLES,public,auto_reply_settings,null,null
TABLES,public,autopilot_logs,null,null
TABLES,public,autopilot_settings,null,null
TABLES,public,business_profile_history,null,null
TABLES,public,citation_listings,null,null
TABLES,public,citation_sources,null,null
TABLES,public,client_profiles,null,null
TABLES,public,competitor_tracking,null,null
TABLES,public,content_generation,null,null
TABLES,public,content_generations,null,null
TABLES,public,error_logs,null,null
TABLES,public,gmb_accounts,null,null
TABLES,public,gmb_attributes,null,null
TABLES,public,gmb_citations,null,null
TABLES,public,gmb_dashboard_reports,null,null
TABLES,public,gmb_insights,null,null
TABLES,public,gmb_locations,null,null
TABLES,public,gmb_media,null,null
TABLES,public,gmb_metrics,null,null
TABLES,public,gmb_performance_metrics,null,null
TABLES,public,gmb_posts,null,null
TABLES,public,gmb_questions,null,null
TABLES,public,gmb_rankings,null,null
TABLES,public,gmb_reviews,null,null
TABLES,public,gmb_reviews_backup_20251114,null,null
TABLES,public,gmb_search_keywords,null,null
TABLES,public,gmb_sync_logs,null,null
TABLES,public,health_check_results,null,null
TABLES,public,jobs_log,null,null
TABLES,public,keyword_rankings,null,null
TABLES,public,monitoring_alerts,null,null
TABLES,public,monitoring_metrics,null,null
TABLES,public,notifications,null,null
TABLES,public,oauth_events,null,null
TABLES,public,oauth_states,null,null
TABLES,public,performance_metrics,null,null
TABLES,public,profiles,null,null
TABLES,public,question_templates,null,null
TABLES,public,rate_limit_requests,null,null
TABLES,public,review_activity_log,null,null
TABLES,public,review_ai_analysis,null,null
TABLES,public,room_members,null,null
TABLES,public,secret_keys,null,null
TABLES,public,security_logs,null,null
TABLES,public,sync_results,null,null
TABLES,public,sync_runs,null,null
TABLES,public,sync_status,null,null
TABLES,public,system_settings,null,null
TABLES,public,team_members,null,null
TABLES,public,users,null,null
TABLES,public,weekly_task_recommendations,null,null
TABLES,public,weekly_tasks,null,null
TABLES,public,youtube_drafts,null,null
TABLES,public,youtube_videos,null,null
